ProductID,Product Name,Category,Customer ,Paper,GSM,Print Size,Ups,Dimension,Ink,Plate No,Coating,Special Effects,Pasting,folding Dim.,Folding ,Construction,Specification,Actual GSM USED,ArtworkCode,Delivery Address,product immage ,ArtworkCDR,ArtworkPDF
63,Conmero 1g Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,14 x 22,8,80 x 37 x 37,CMYK,NEO - 94880 - 3/10/2023,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,290,BDR/CONMERO 1G/C/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
64,Corfill S Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12.5 x 18,4,98 x 17 x 92,CMYK,764,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,320,YGWISAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
65,Corfill S Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,38 x 43,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YGWISAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
66,Corfill S Leaflet,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,180 x 210,BLACK,26748,,,2+1,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,54,YGWISAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
67,Cregnex Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 20.75,8,51 x 32 x 84,,,Aqua,Foil + Emboss,Lock Bottom,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 colour printing.,0,BDR/Cregnex 5/C/01,"Indasi lifescience Pvt Ltd, Plot no 73 to 76 Silver Industrial Estate., Bhimpore, Daman 396210",,,
68,Cregnex Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,,BLACK,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,0,BDR/Cregnex 5/PI/01,"Indasi lifescience Pvt Ltd, Plot no 73 to 76 Silver Industrial Estate., Bhimpore, Daman 396210",,,
69,Cregnex Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,BDR/Cregnex 5/L/01,"Indasi lifescience Pvt Ltd, Plot no 73 to 76 Silver Industrial Estate., Bhimpore, Daman 396210",,,
70,Dasaloid 20 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,,,70 x 44 x 44,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 4 special Pantone colour printing.,320,NEMDAFXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
71,Dasaloid 20-50-70 Carton togather,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,12 x 23,6,x  x,,,Aqua,,Lock Bottom,,,,,320,,,,,
72,Dasabion 20-50-70-100 mg Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,2,220 x 320,BLACK,75814,,,1+3,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,54,NISDSAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
73,Dasaloid 20mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,25 x 100,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,NEMDAFXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
74,Dasaloid 50-70 mg Labels togather,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,x,,,,,,,,,,0,,,,,
75,Dasabion 50 Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,11.5 X 18,4,45 x 45 x 84,CMYK,,Aqua,Drip Off,Lock Bottom,,,Window Drip UV,"Printed on Ultima board, 4 colour printing, Drip off & Embossing on brand name - front and back panel.",320,NISDSCXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/75.ArtworkPDF.102715.pdf
76,Dasabion 50 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,35 x 110,CMYK,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,0,NISDSCXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/76.ArtworkPDF.102730.pdf
77,Dasabion 70 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,11.5 X 18,4,45 x 45 x 84,CMYK,,UV Drip,Drip Off,Lock Bottom,,,Window Drip UV,"Printed on Ultima board, 4 colour printing, Drip off & Embossing on brand name - front and back panel.",320,NISDSBXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/77.ArtworkPDF.102744.pdf
78,Dasabion 70 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,35 x 110,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,0,NISDSBXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/78.ArtworkPDF.102756.pdf
79,"DeWalt 4"" Inner Carton",Cartons,Grantools,White,230,15.75 X 20.75,4,,,,,,,,,,,0,,,,,
80,"DeWalt 4"" Labels",Labels,Grantools,Cromo,0,,48,,,,,,65 x 25,,,,,0,,,,,
81,"DeWalt 4"" Outer Carton",Cartons,Grantools,,0,,,,,,,,,,,,,0,,,,,
82,"DeWalt 5"" Inner Carton",Cartons,Grantools,White,230,,3,,,,,,,,,,,0,,,,,
83,"DeWalt 5"" Labels",Labels,Grantools,Cromo,0,,20,,,,,,,,,,,0,,,,,
84,"DeWalt 5"" Outer Carton",Cartons,Grantools,,0,,,,,,,,,,,,,0,,,,,
85,Diodin 500 Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12.66 x 25,4,64 x 84 x 70,,,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,350,YGQDHBXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
86,Diodin 500 Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,12 x 23,4,295 x 140,BLACK,,,,1+3,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,54,YGQDHBXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
87,D-Nib 50mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,4,112 x 40 x 74,CMYK,91708,Aqua,Foil + Emboss,Lock Bottom,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 special Pantone colour printing.,0,BDR/D-NIB 50 MG/C/03,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,Product_Files_/87.ArtworkPDF.110514.pdf
88,D-Nib Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,240 x 180,BLACK,26591,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,0,BDR/D-NIB 50MG/PI/03,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,Product_Files_/88.ArtworkPDF.110523.pdf
89,Doripenem Philippines carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,14 x 22,8,,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.,290,FIDRBPH/C01,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
90,Doripenem  Philippines Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 X 23,3,320 x 200,,,,,3+1,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,58,FIDRBPH/PI02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
91,Doripenem  Philippines Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,0,,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
92,D-Pen 500 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,14 X 22,8,70 x 37 x 37,CMYK,NEO - 94971 - 4/10/2023,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 special Pantone colour printing.,290,BDR/D-PEN 500 MG/C/03,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,Product_Files_/92.ArtworkPDF.110536.pdf
93,D-Pen 500 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,90 x 30,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,0,BDR/D-PEN 500 MG/L/03,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,Product_Files_/93.ArtworkPDF.110547.pdf
94,D-Pen Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 X 23,4,200 x 280,BLACK,73312,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,FR0DRAXIN/I1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,Product_Files_/94.ArtworkPDF.110555.pdf
95,Ertafast 1g Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,112 x 39 x 74,,,Aqua,Foil + Emboss,Lock Bottom,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",ITC Saffire board with 4 colour printing.,350,BDR/Ertafast/1 g/C/02,"Indasi lifescience Pvt Ltd, Plot no 73 to 76 Silver Industrial Estate., Bhimpore, Daman 396210",,,
96,Ertafast 1g Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,30 x 70,,,Aqua,,,,,Window UV batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,BDR/Ertafast 1g/L/02,"Indasi lifescience Pvt Ltd, Plot no 73 to 76 Silver Industrial Estate., Bhimpore, Daman 396210",,,
97,Ertafast Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,8,260 x 202,,,,,2+1,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,54,BDR/Ertafast 1g/PI/02,"Indasi lifescience Pvt Ltd, Plot no 73 to 76 Silver Industrial Estate., Bhimpore, Daman 396210",,,
98,FC Malt 2 ml Label,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,70,,,23 x 65,,,Aqua,,,,,UV Varnish for Batch coding,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YI0FMCXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
99,FC Malt 2ml Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 X 25,8,100 x 35 x 68,,,Aqua,,Lock Bottom,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 3 special Pantone colour printing.,350,YI0FMCXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
100,FC Malt Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,23 X 36,9,185 x 265,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YI0FMBXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
101,Feriwik Leaflet,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,58,18 X 23,4,178 x 254,,,,,3+1,,Folding ‐  1 + 3,Folding ‐  1 + 3,Printed insert on Maplitho paper.,54,YGEISAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/101.ArtworkPDF.102809.pdf
102,Feriwik S Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,12,33 x 20 x 95,CMYK,25734,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,350,YGEISAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/102.ArtworkPDF.102817.pdf
103,Feriwik S Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,70,,,38 x 43,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YGEISAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/103.ArtworkPDF.102831.pdf
104,Foephos Sachet Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,28 x 41.5,6,140 x 15 x 140,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,350,BDR/Foephos 3gm/C/01,"Bajaj Healthcar Ltd, RS 1818 Manjusar-Savli Road., At & Post Manjusar., Tal - Savli, Vadodara",,,
105,Foephos Sachet Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,170 x 240,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,58,BDR/Foephos 3gm/PI/01,"Bajaj Healthcar Ltd, RS 1818 Manjusar-Savli Road., At & Post Manjusar., Tal - Savli, Vadodara",,,
106,Fosil Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,28 x 41.5,6,140 x 15 x 140,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,350,BDR/FOSIL 3G/C/01,"Bajaj Healthcar Ltd, RS 1818 Manjusar-Savli Road., At & Post Manjusar., Tal - Savli, Vadodara",,,
107,Fosil Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,170 x 240,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,58,BDR/FOSIL 3G/PI/01,"Bajaj Healthcar Ltd, RS 1818 Manjusar-Savli Road., At & Post Manjusar., Tal - Savli, Vadodara",,,
108,Fosphoneg 4gm Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,12 X 23,3,115 x 83 x 42,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,290,BDR/FOSPHONEG 4G/C/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
109,Fosphoneg 4gm Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 X 23,8,210 x 120,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,54,BDR/FOSPHONEG 4G/PI/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
110,Fosphoneg 4gm Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,40 x 90,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,BDR/FOSPHONEG 4G/L/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
111,Fosutrac 4g Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 x 20.75,4,83 x 42 x 115,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special Pantone colour printing.,320,BDR/FOSUTRAC 4G/C/01,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
112,Fosutrac 4g Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,40 x 90,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,BDR/Fosutrac 4g/L/01,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
113,Fosutrac Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,15 X 20,6,,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,0,BDR/FOSUTRAC 4G/PI/01,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
114,Frekamin 100 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,75,,,28 x 63,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,BDR/Frekamin 100 mg/L/01,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
115,Frekamin Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 25,8,100 x 68 x 35,,,UV,,Side Pasting,,,Window UV batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,350,BDR/Frekamin 100 mg/C/01,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
116,Frekamin inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,18 x 250,,,,,,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,0,BDR/Frekamin 100mg/PI/01,"Sovereign Pharma, Survey No.46/1-4, Village Kadaiya, Post : Bhimpore., Nani Daman - 396 210.",,,
117,Fresofos 4gm Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,15.75 X 20.75,4,115 x 83 x 42,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,300,BDR/Fresofos 4gm/C/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
118,Fresofos 4gm Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,40 x 90,,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,BDR/Fresofos 4gm/L/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
119,Fresofos Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,8,210 x 120,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,0,BDR/Fresofos 4gm/PI/02,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,
120,Geroz Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,350,18 X 23,15,20 x 95 x 33,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Cyber board with 4 colour printing.,0,YI0ISAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
121,Geroz Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Bible,45,18 X 23,24,100 x 96,,,,,1+2,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Bible paper.,0,YI0ISAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
122,Geroz Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,70,,,38 x 43,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YI0ISAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
123,Glutaveri 600 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,15.75 X 20.75,4,112 x 77 x 33,,,Aqua,Foil + Emboss,Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,290,YENGRAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
124,Glutaveri 600 mg Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,58,15 X 20,12,120 x 120,,,,,2+2,,Folding ‐  2 vertical + 2 horizontal.,Folding ‐  2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,54,YENGRAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
125,Glutaveri 600 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,,80,,,28 x 65,,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,0,YENGRAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
126,GramHope 400 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,112 x 77 x 33,,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,350,WDNTPAXIN/C1,"Kamla Lifesciences Ltd (L.L),  G-84/1- Tarapur MIDC, Boisar Palghar - 401506",,,
127,GramHope 400 mg Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 X 23,6,185 x 175,,,,,2+1,,Folding ‐  2 + 1,Folding ‐  2 + 1,Printed insert on Maplitho paper.,54,WDNTPAXIN/I1,"Kamla Lifesciences Ltd (L.L),  G-84/1- Tarapur MIDC, Boisar Palghar - 401506",,,
